Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton
0,17113.383213777593,West,Zone 4,8,2,4,3919,0,49,0,0,0,173,18.0,6,1,4,5,26,8102
0,30555.494366870425,West,Zone 6,5,0,4,7117,1,23,0,0,0,212,25.0,18,0,1,3,23,20090
0,25801.336652001755,West,Zone 6,2,1,2,4339,0,63,0,0,1,158,11.0,14,0,2,5,15,17140
0,30505.144694303814,North,Zone 5,4,2,4,4407,0,19,0,0,1,103,21.0,18,0,3,3,24,22100
1,44650.96655713297,North,Zone 6,1,0,4,4760,1,48,0,0,1,55,34.0,26,0,3,4,28,35130
0,26478.309928769915,North,Zone 5,7,0,2,5526,1,27,1,1,1,257,32.0,13,0,0,6,17,17097
1,34967.68608035338,South,Zone 2,8,0,2,5245,0,18,0,1,0,70,31.0,18,1,2,1,32,24113
0,48128.506145916115,East,Zone 1,4,0,4,4564,1,56,0,1,1,160,37.0,28,1,4,5,31,39115
0,27799.83116682095,South,Zone 5,7,0,2,6633,1,27,0,0,0,181,33.0,14,1,1,3,14,18123
0,16120.212225546886,North,Zone 6,1,1,2,6917,1,35,0,0,1,220,28.0,4,0,0,2,28,5103
0,16229.14372367597,North,Zone 4,7,0,3,4156,1,39,0,0,1,96,43.0,6,0,1,5,26,7118
0,27774.6048453921,West,Zone 4,1,1,4,4980,1,36,1,0,1,108,26.0,14,0,0,6,26,18117
0,38086.45242296162,North,Zone 5,8,1,3,4821,1,59,0,0,1,271,28.0,23,1,2,2,14,28094
0,41787.66417599289,West,Zone 6,0,2,5,4456,0,38,0,1,1,124,25.0,24,0,3,3,6,31059
0,27383.779717585672,South,Zone 3,5,2,2,4824,0,45,0,0,0,263,17.0,16,0,2,4,19,18080
0,26715.32465279586,North,Zone 6,5,2,4,3520,0,45,0,0,0,239,22.0,14,0,2,1,29,16060
0,38170.27321647626,North,Zone 3,2,0,4,4739,0,17,0,0,0,234,17.0,22,0,1,3,19,27150
0,55675.323370388964,West,Zone 4,7,0,4,5299,1,35,0,0,0,109,23.0,34,0,0,2,11,46100
0,28862.41517779238,North,Zone 6,0,1,2,5239,0,65,0,0,1,198,25.0,14,0,4,6,28,19131
0,16240.005632573415,South,Zone 4,1,0,2,6086,0,38,0,0,0,182,23.0,6,0,2,5,20,7105
0,23883.933780361003,North,Zone 4,3,0,3,4477,1,34,0,0,0,173,27.0,0,0,0,0,26,14130
0,40179.86832914397,North,Zone 2,7,0,4,5118,1,39,0,0,1,114,39.0,24,1,1,3,1,31133
0,20826.733850641613,South,Zone 2,1,0,2,5104,0,28,0,0,1,166,29.0,8,0,2,1,32,10140
0,30898.011022631752,North,Zone 4,2,0,5,5218,0,24,0,0,1,151,32.0,18,0,4,4,26,22122
0,29300.832161718423,West,Zone 4,6,0,4,5117,1,51,0,0,1,96,32.0,14,0,2,3,26,18139
0,37989.10466269245,West,Zone 4,1,1,5,5392,1,58,0,1,1,158,27.0,23,0,0,5,11,29073
0,27659.598569472506,West,Zone 2,5,0,4,4221,1,54,1,0,1,141,24.0,12,1,4,5,12,17058
0,31525.153708084385,South,Zone 4,5,0,3,6299,1,21,0,0,1,261,29.0,16,0,1,5,26,20057
0,23569.457776380652,West,Zone 5,5,0,2,6541,1,52,0,0,1,165,20.0,10,1,0,3,14,14103
0,17939.812104305176,West,Zone 4,7,0,4,5879,0,67,0,1,1,204,25.0,6,0,0,6,11,8070
0,23278.36343983178,South,Zone 6,7,1,3,3430,1,34,0,0,0,262,27.0,11,0,0,4,29,14105
0,18051.67235081314,North,Zone 5,6,1,2,5285,1,62,1,0,1,141,44.0,7,0,3,2,25,9114
0,16403.644424211456,West,Zone 4,5,0,3,5153,1,64,0,0,1,60,29.0,4,0,1,3,11,5105
0,22924.31846970992,West,Zone 6,7,3,5,2748,0,56,0,0,0,130,22.0,12,0,2,3,23,14114
0,31193.877608669456,South,Zone 4,2,1,3,6590,1,27,0,0,1,254,12.0,18,0,2,5,26,22062
0,34625.17342817178,South,Zone 2,7,0,2,3795,0,28,0,0,1,227,31.0,18,1,4,5,32,24111
0,39084.37310476531,South,Zone 6,4,0,2,5278,1,51,0,0,1,247,27.0,20,0,3,5,9,28121
0,61836.78535054866,West,Zone 2,3,0,4,4418,0,64,0,0,1,78,22.0,37,0,3,4,1,50124
0,16389.539748588082,South,Zone 2,5,0,3,4204,0,67,0,0,0,248,18.0,0,0,0,0,32,6106
0,46516.78605774225,South,Zone 6,2,1,2,4292,1,49,0,0,1,252,31.0,28,0,0,5,2,36111
0,17448.232263353697,South,Zone 5,2,0,3,6780,1,40,0,0,1,261,23.0,7,0,2,2,25,8097
0,25749.40795222578,West,Zone 6,7,3,3,3046,1,69,0,0,1,177,33.0,14,0,2,4,15,16150
0,28377.80925353835,South,Zone 6,5,0,2,4119,0,31,0,0,1,105,27.0,15,0,1,4,29,19088
0,42812.36823839248,West,Zone 1,4,0,4,5340,1,49,0,0,0,69,29.0,26,1,0,2,3,34129
0,16806.76641577697,North,Zone 5,4,2,3,6298,1,51,0,0,0,79,33.0,4,0,1,2,14,5103
0,36870.61144225373,South,Zone 5,3,1,3,5243,1,40,0,0,0,232,29.0,22,0,1,6,14,26132
0,45994.6292591949,West,Zone 4,2,1,2,6320,1,38,0,0,1,66,33.0,30,0,2,2,11,36131
0,30974.115127524743,South,Zone 3,8,0,2,4172,1,68,0,0,1,171,27.0,18,0,1,6,27,20065
0,29223.790244380085,East,Zone 1,8,0,8,3948,0,54,1,0,1,161,25.0,15,0,1,5,31,19124
0,33748.31845876969,South,Zone 2,6,0,2,4078,1,49,0,0,1,110,24.0,21,0,2,4,12,24128
0,35543.06166312234,North,Zone 2,4,0,2,4430,1,33,0,0,0,92,32.0,20,0,0,2,12,27085
0,42931.775053703714,North,Zone 6,8,1,3,5041,1,31,0,0,1,262,26.0,26,0,0,4,13,33074
0,13989.534386643207,South,Zone 2,7,0,3,3825,1,54,0,0,1,223,40.0,5,0,1,1,32,6079
0,39574.079585395964,North,Zone 1,1,1,2,4554,0,31,0,1,1,144,39.0,24,0,3,4,3,30106
0,31349.65520226567,South,Zone 3,8,0,3,4334,1,53,0,0,1,86,31.0,15,1,4,4,27,21064
0,24200.544488671432,North,Zone 1,6,1,4,5013,1,32,1,0,1,225,36.0,11,1,4,6,21,14062
0,42390.12484556444,South,Zone 4,8,1,3,4670,1,55,0,1,1,128,31.0,24,0,3,4,26,31107
0,30545.448057550417,North,Zone 5,4,3,2,5862,0,26,0,0,0,196,18.0,16,0,3,4,5,21093
0,22385.10650004612,West,Zone 6,7,0,4,4393,1,59,1,0,1,145,32.0,9,0,3,4,23,12055
0,18254.156217078023,West,Zone 3,1,1,4,5150,1,48,0,0,1,99,25.0,6,0,0,1,19,8146
0,34598.42978489993,West,Zone 6,7,1,7,6062,1,32,0,0,1,115,39.0,18,1,4,1,15,24069
0,29895.572044679964,North,Zone 6,4,2,5,4396,0,58,0,0,1,187,37.0,15,1,4,4,28,19128
0,16018.225361451692,North,Zone 1,1,0,6,4279,1,55,0,0,1,58,31.0,4,0,0,2,3,6090
0,39376.552984136906,West,Zone 6,1,0,2,3775,1,17,1,0,1,114,42.0,20,0,4,1,23,28133
0,32268.52388684691,South,Zone 1,3,0,2,4480,1,50,0,0,1,200,24.0,17,0,1,5,16,21136
0,21032.212305900975,South,Zone 5,2,0,3,4937,0,40,0,0,0,260,18.0,10,0,1,6,14,12118
0,58178.93933837088,South,Zone 4,1,0,2,4763,1,16,1,0,1,215,27.0,39,0,2,4,26,48139
0,37799.11347531027,North,Zone 1,7,3,4,4838,0,26,0,0,0,97,18.0,21,1,4,5,3,28151
0,42003.11236416774,North,Zone 4,3,0,3,5861,1,55,1,0,1,106,35.0,24,0,3,4,26,30126
0,37461.547372704525,North,Zone 5,7,1,3,5420,1,58,0,0,0,134,25.0,22,0,2,3,17,27147
0,33192.69911065069,South,Zone 2,6,0,2,4114,0,53,0,0,0,133,24.0,18,1,1,4,32,23135
0,36390.50372974457,West,Zone 3,0,0,5,4028,1,58,0,0,0,218,45.0,23,0,1,5,19,26084
0,41874.96095245246,South,Zone 4,0,0,2,4024,1,66,0,0,0,119,32.0,24,0,4,2,26,30105
0,37849.233282821646,West,Zone 3,1,2,3,4790,0,47,0,0,0,206,22.0,21,0,0,3,27,26123
0,39379.548776999385,West,Zone 3,6,0,4,4340,0,18,0,0,0,80,19.0,26,0,2,4,19,30145
0,37845.25091996211,North,Zone 3,5,5,2,3826,1,50,0,0,1,239,26.0,24,0,1,5,27,27112
0,15248.82196001849,South,Zone 6,1,4,3,4818,1,55,0,0,1,94,31.0,4,0,0,3,9,6097
0,35274.60696126206,North,Zone 5,3,0,4,4137,1,50,0,0,1,256,26.0,23,0,2,2,17,27058
0,24139.98549568429,West,Zone 1,1,0,3,4884,0,31,0,1,1,206,32.0,12,0,2,5,30,15110
0,37602.83025451268,North,Zone 6,4,0,3,4497,0,52,0,0,1,181,32.0,20,0,3,2,28,27119
0,32186.717321843807,West,Zone 1,1,0,4,4751,0,43,0,0,1,233,28.0,19,0,2,3,30,23137
0,44277.01934373277,North,Zone 6,1,0,4,4107,0,68,1,0,1,234,40.0,26,0,3,5,28,34138
0,26109.509138618683,West,Zone 4,4,1,4,5443,0,45,0,0,1,234,20.0,15,0,3,6,11,19103
0,30786.0088031019,West,Zone 5,5,0,3,4948,1,45,0,0,1,160,23.0,20,0,2,4,25,23084
0,28600.97803452607,South,Zone 2,4,0,2,6385,1,46,0,1,0,164,28.0,13,1,0,2,22,18151
0,38485.51940008787,West,Zone 6,4,0,5,4583,0,19,0,0,1,235,30.0,25,0,2,4,6,29116
0,38033.08890668547,North,Zone 6,2,0,2,5017,1,37,0,0,0,248,20.0,24,0,1,2,6,28064
0,49858.30955820738,West,Zone 3,5,0,4,4760,1,53,0,0,1,91,29.0,32,0,1,6,27,40088
0,26113.20004483425,North,Zone 2,3,0,4,3972,1,30,0,0,1,152,47.0,10,1,4,1,12,15090
0,43332.83617379103,North,Zone 6,5,1,3,5981,0,18,0,0,1,240,29.0,24,1,4,2,23,32055
0,51529.201877977655,North,Zone 4,3,0,2,3521,0,65,0,0,0,81,25.0,33,0,0,2,26,43066
0,16622.24503771438,South,Zone 6,4,3,3,8736,0,63,0,1,1,187,28.0,6,1,1,5,15,7120
0,29051.827628203766,South,Zone 6,8,0,2,5390,1,70,0,0,0,264,22.0,14,1,4,6,29,21059
0,18096.82483375899,North,Zone 3,8,0,3,4671,0,43,0,0,1,142,35.0,6,0,3,2,27,8100
0,27098.312420147024,North,Zone 6,7,1,3,8137,0,33,0,0,1,101,23.0,13,0,2,1,28,16116
0,29233.277071294167,West,Zone 4,3,1,2,6614,1,60,0,0,1,186,31.0,15,0,3,6,26,19114
0,16989.38968531697,South,Zone 3,3,0,2,4547,1,24,0,0,1,246,34.0,5,0,3,3,19,6134
0,16314.71799462582,South,Zone 4,3,0,2,7896,0,63,0,0,0,176,15.0,0,0,0,0,26,6057
0,17315.437603909086,West,Zone 3,8,3,4,3583,0,24,0,0,1,227,27.0,5,0,1,6,19,6106
0,41299.41277488592,South,Zone 5,8,0,2,4532,1,40,0,0,1,212,27.0,24,1,1,5,14,31076
0,21589.35619249485,North,Zone 2,1,0,2,8236,1,26,0,0,1,267,29.0,9,0,1,1,1,12129
0,48291.22299040184,North,Zone 6,0,1,3,3988,0,28,0,0,1,211,30.0,29,0,4,4,28,38151
1,24452.51874733896,South,Zone 4,4,3,2,6468,0,24,0,0,0,80,29.0,12,0,3,4,26,15087
0,42470.0319273822,West,Zone 4,7,0,4,5620,1,68,0,0,1,221,25.0,22,1,4,5,11,32056
0,38574.51727768085,North,Zone 6,5,0,2,5598,1,27,0,0,1,175,29.0,25,1,1,2,28,30056
0,30081.33888995108,North,Zone 1,0,0,2,6015,0,31,0,0,1,195,30.0,14,0,4,4,3,18127
0,28009.61443916826,West,Zone 4,0,0,4,4207,0,61,1,0,1,189,30.0,15,0,1,6,11,18066
0,16091.386474924428,North,Zone 6,6,2,3,4752,1,28,0,0,1,170,40.0,5,1,1,2,28,6111
1,63092.833184436306,North,Zone 4,0,0,4,4739,0,55,0,0,1,198,38.0,39,0,3,5,26,52109
0,12094.859739310627,West,Zone 4,6,2,4,4862,1,21,0,0,0,149,29.0,0,0,0,0,11,3142
0,15473.480562659053,North,Zone 6,1,1,4,5211,0,33,0,0,1,190,33.0,4,0,0,1,28,6059
0,19089.468261982227,North,Zone 6,4,3,2,5558,0,47,1,0,0,159,40.0,5,1,3,3,28,8059
0,32825.32502951387,South,Zone 3,1,0,2,6927,1,36,1,0,0,106,28.0,18,0,0,4,27,23122
0,24498.06030363246,West,Zone 2,3,0,5,4637,0,64,0,0,0,170,18.0,0,0,0,0,1,13142
0,49287.626917973095,North,Zone 1,3,1,4,5059,1,43,1,0,1,206,34.0,33,0,2,6,31,39139
0,25136.67965854736,South,Zone 1,0,0,4,4560,0,29,0,0,0,225,26.0,13,0,4,1,21,17148
0,14646.846677394145,South,Zone 1,1,0,2,4847,1,53,0,0,0,230,20.0,0,0,0,0,21,5058
0,23921.47338642276,South,Zone 4,2,0,2,6499,1,41,0,0,1,190,35.0,11,0,3,5,26,14108
0,25935.691237881856,North,Zone 6,8,1,3,5606,1,68,0,0,1,214,25.0,12,1,3,4,23,16066
0,33934.630380960916,West,Zone 6,0,0,5,8052,1,22,0,0,1,101,21.0,19,0,3,6,23,25126
1,22534.159000743624,North,Zone 3,6,1,4,4723,0,29,0,0,1,161,31.0,10,1,1,4,19,12129
0,17991.042820435432,North,Zone 3,5,1,3,5428,1,30,0,0,1,70,38.0,7,0,2,4,27,8144
0,37833.36769827816,West,Zone 3,5,4,4,6060,0,66,0,0,1,141,39.0,25,0,1,6,19,29116
0,27123.446836522562,North,Zone 5,8,0,3,4796,0,30,0,0,1,86,33.0,12,0,3,1,5,16130
0,16774.097267241763,North,Zone 6,6,1,2,4485,1,23,0,0,1,157,29.0,5,0,3,2,29,7113
0,61697.10506336042,North,Zone 5,2,0,4,4513,1,53,0,0,0,170,27.0,38,0,4,2,24,51147
0,32026.65107752163,North,Zone 6,5,0,3,5483,1,24,1,0,1,214,28.0,17,1,0,4,29,22142
0,24585.979436189547,South,Zone 6,5,0,2,6765,1,62,0,0,1,157,32.0,11,0,3,2,2,15069
0,52026.37603759461,West,Zone 4,5,0,4,8506,1,62,0,0,0,152,36.0,34,0,2,4,11,43072
0,14210.177322481806,West,Zone 4,1,0,3,5042,0,53,0,0,1,84,24.0,4,1,2,3,11,5130
0,36089.51808476728,North,Zone 5,0,0,3,5289,0,65,0,0,1,234,30.0,24,0,2,4,17,28146
0,32024.268782460633,West,Zone 4,1,1,6,3291,0,31,0,0,1,146,27.0,18,0,0,3,11,23089
0,14189.060632015102,West,Zone 5,8,0,4,3913,0,63,0,0,0,145,18.0,4,0,1,3,14,4146
0,28621.552934741096,South,Zone 2,7,0,4,3846,1,31,0,0,1,96,30.0,13,0,2,3,32,17090
0,16976.975778258147,West,Zone 6,5,4,4,4560,1,56,0,0,1,194,39.0,5,1,1,1,9,7071
0,37131.998127041705,North,Zone 6,3,1,2,4192,0,28,0,0,0,168,28.0,21,0,0,4,28,27111
0,15722.45646886842,West,Zone 6,5,3,4,5222,0,30,0,0,1,229,36.0,4,1,0,3,9,5102
0,16318.664439106022,West,Zone 5,7,0,2,4975,0,19,0,0,1,101,45.0,6,0,3,2,10,7099
0,32308.319166887217,West,Zone 1,4,0,3,5550,0,69,0,0,1,92,28.0,19,0,1,4,30,22128
0,35158.08904786124,North,Zone 6,3,2,4,5719,0,51,0,0,1,270,40.0,23,0,2,3,28,26098
0,39076.16136128484,North,Zone 5,4,0,2,5467,0,57,0,0,1,270,32.0,24,1,3,4,17,31063
0,45963.21137829984,West,Zone 6,7,0,3,5086,1,32,0,0,1,228,32.0,28,0,0,2,6,37072
0,26854.650721120906,North,Zone 6,5,0,2,5211,1,47,0,0,1,174,26.0,13,0,1,4,6,16141
0,15640.929738351588,North,Zone 5,7,0,4,5794,0,40,0,0,1,139,24.0,0,0,0,0,14,5076
1,43000.895239126825,North,Zone 6,1,0,4,5371,0,66,0,0,0,259,25.0,23,1,4,4,13,32120
1,34031.760201296216,North,Zone 6,1,1,4,5806,1,50,0,0,1,88,41.0,20,0,1,6,28,24098
1,44898.36599782326,South,Zone 4,3,0,2,3638,1,46,0,0,1,264,26.0,25,1,4,6,26,35063
1,49540.27496726318,South,Zone 6,2,0,2,2884,1,45,0,0,1,158,24.0,29,0,0,5,9,39095
0,17160.12940738245,West,Zone 6,5,0,4,5713,1,40,0,0,1,122,22.0,6,0,2,1,9,7073
0,25922.552863485376,West,Zone 4,5,2,3,4516,1,67,0,0,1,202,29.0,14,0,1,6,11,17060
0,16531.965939318827,West,Zone 5,2,5,7,4709,1,22,0,0,1,59,27.0,4,0,0,2,25,5126
0,29999.25815563131,North,Zone 6,7,5,4,4353,0,65,0,0,0,201,36.0,17,0,1,5,13,20082
1,56391.97749743045,North,Zone 3,8,0,3,5744,1,37,0,0,1,62,26.0,33,1,4,6,27,47079
0,37601.81319490171,West,Zone 2,5,0,3,5410,0,18,0,0,1,169,23.0,24,1,2,5,12,28112
0,15500.202563332283,West,Zone 4,0,3,5,5158,1,55,0,0,1,78,30.0,5,0,4,4,11,6136
0,32040.43036335718,West,Zone 5,8,2,4,4585,0,54,0,0,1,136,48.0,17,1,3,6,25,22093
0,38503.04356234175,North,Zone 4,4,3,4,5964,1,68,0,0,1,71,29.0,22,1,0,5,26,28150
0,46271.03519031623,North,Zone 1,8,0,3,4217,1,26,0,0,1,255,34.0,27,0,2,6,16,34147
0,42615.429896091126,West,Zone 2,4,0,5,4701,0,15,0,0,0,210,26.0,23,1,3,3,18,32114
0,26964.739075096717,North,Zone 5,2,1,3,4011,0,32,0,0,1,71,29.0,15,0,1,3,25,17065
0,47261.3743504612,South,Zone 2,0,1,2,5321,1,21,0,0,0,131,23.0,28,0,4,2,32,37147
0,19618.553245283336,West,Zone 4,4,0,7,4013,0,32,1,0,1,86,29.0,7,0,1,1,26,8091
0,28614.807602298046,West,Zone 6,5,3,3,3983,0,33,0,0,0,268,23.0,15,0,3,4,23,18122
0,46917.65092938903,South,Zone 6,5,0,4,5463,1,30,0,0,1,82,40.0,30,0,2,6,2,37074
